ANTHRO,350-0,Anthro of Religion,,HSV,SBS
ANTHRO,354-0,Gender &amp; Anthro,,HSV,SBS
ANTHRO,355-0,Sexualities,,HSV,SBS
ANTHRO,360-0,Language &amp; Culture,FAL,,SBS
ANTHRO,361-0,Talk as Social Action,,,SBS
ANTHRO,368-0,Latino Ethnography,,,SBS
ANTHRO,370-0,Hist Perspective,,HSV,SBS
ANTHRO,372-0,Third World Urbanization,,,SBS
ANTHRO,373-0,Power &amp; Culture in American Cities,,HSV,SBS
ANTHRO,374-0,Anthro of Complex Organizations,,,SBS
ANTHRO,376-0,Socialization,,,SBS
ANTHRO,377-0,Psychologocal Anthro,,,SBS
ANTHRO,378-0,Law and Culture,,HSV,SBS
ANTHRO,381-0,North American Prehistory,,HSV,
ANTHRO,382-0,Household and Everyday Life,,HSV,SBS
ANTHRO,383-0,Environmental Anthropology,,,SBS
ANTHRO,384-0,Intro to Zooarchaeology,,,SBS
ANTHRO,389-0,Ethnographic Methods and  Analysis,,,SBS
ANTHRO,390-0,Topics In Anthropology,,,SBS
ANTHRO,390-JR,Topics In Anthropology,,,SBS
ANTHRO,391-0,"Archaeology, Ethics, &amp; Contemp Society",,,SBS
ANTHRO,395-0,Field Study in Anthro,,,SBS
ANTHRO,398-0,Senior Seminar,,,SBS
ANTHRO,399-0,Indep Study,,,SBS
ARABIC,111-1,Elementary Arabic (Formerly AAL 105),FAL,,
ARABIC,111-2,Elementary Arabic (Formerly AAL 105),FAL,,
ARABIC,111-3,Elementary Arabic (Formerly AAL 105),FAL,,
ART,120-0,Intro to Painting,FAL,,
ART,124-0,Color Theory,FAL,,
ART,125-0,Intro to Drawing,FAL,,
ART,140-0,Intro to Sculpture,FAL,,
ART,150-0,Intro to  Photography,FAL,,
ART,210-0,Digital Tools for Artists,FAL,,
ART,222-0,Intermediate Painting,FAL,,
ART,225-0,Intermediate Drawing,FAL,,
ART,230-0,Alternatives to the Object,FAL,,
ART,231-0,Relief Printmaking,FAL,,
ART,232-0,Intaglio Printmaking,FAL,,
ART,250-0,Intermediate Photography,FAL,,
ART,252-0,Color Photography,FAL,,
ART,260-0,Video Art,FAL,,
ART,270-0,Contemporary Art Survey,FAL,,
ART,272-0,Critical Methods for Contemporary Art,FAL,,
ART,290-0,Intermediate Special Topics,FAL,,
ART,310-0,Digital Art,FAL,,
ART,322-1,Adv Painting,FAL,,
ART,322-2,Adv Painting,FAL,,
ART,325-0,Adv Drawing,FAL,,
ART,340-0,Installation Art,FAL,,
ART,372-0,Art Theory &amp; Practice Seminar,FAL,,
ART,380-0,Studio Critique,FAL,,
ART,390-0,Special Topics in Art,FAL,,
ART,399-0,Indep Study,FAL,,
ART_HIST,210-0,Intro to Art History ,FAL,HSV,
ART_HIST,220-0,Intro African Art,FAL,HSV,
ART_HIST,224-0,Introduction to Ancient Art,FAL,HSV,
ART_HIST,228-0,Intro Pre-Columbian Art,FAL,HSV,
ART_HIST,230-0,Introduction to American Art,FAL,HSV,
ART_HIST,232-0,Intro to Architecture,FAL,HSV,
ART_HIST,235-0,Intro to Latin Amer Art,FAL,HSV,
ART_HIST,240-0,Intro Asian Art,FAL,HSV,
ART_HIST,250-0,Introduction to European Art,FAL,HSV,
ART_HIST,255-0,Intro to Medieval Art,FAL,HSV,
ART_HIST,260-0,Intro to Contemporary Art,FAL,HSV,
ART_HIST,310-1,Ancient Art,FAL,HSV,
ART_HIST,310-2,Ancient Art,FAL,HSV,
ART_HIST,320-1,Medieval Art,FAL,HSV,
ART_HIST,320-2,Medieval Art 2,FAL,HSV,
ART_HIST,330-1,Renaissance Art,FAL,HSV,
ART_HIST,330-2,Renaissance Art,FAL,HSV,
ART_HIST,330-3,Renaissance Art,FAL,HSV,
ART_HIST,330-C,Northern Renaissance Art,FAL,HSV,
ART_HIST,340-1,Baroque Art,FAL,HSV,
ART_HIST,340-2,Baroque Art,FAL,HSV,
ART_HIST,349-0,Special Topics in Baroque Art,FAL,HSV,
ART_HIST,350-1,19th Cent. Art,FAL,HSV,
ART_HIST,350-2,"Art in Europe,1850-1900",FAL,HSV,
ART_HIST,359-0,Special Topics in 19Th Century,FAL,HSV,
ART_HIST,359-Z,Special Topics 19Th Century,FAL,HSV,
ART_HIST,365-2,American Art: Antebellum Era to Cold War,FAL,HSV,
ART_HIST,367-0,Special Topics in American Art,FAL,HSV,
ART_HIST,368-0,Special Topics in 20th-C Art,FAL,HSV,
ART_HIST,369-0,Special Topics in Contemporary Art,FAL,HSV,
ART_HIST,370-0,Modern Architecture,FAL,HSV,
ART_HIST,378-0,Architecture and Urbansim,FAL,HSV,
ART_HIST,379-0,Special Topics in Modern Architecture,FAL,HSV,
ART_HIST,382-1,Chinese Painting,FAL,HSV,
ART_HIST,382-2,Chinese Painting,FAL,HSV,
ART_HIST,389-0,Non-Euro-American Art,FAL,HSV,
ART_HIST,390-0,Undergraduate Seminar,FAL,HSV,
ART_HIST,395-0,Museums,FAL,HSV,SBS
ART_HIST,396-0,Internship in the Arts,FAL,HSV,
ART_HIST,399-0,Independ Study,FAL,HSV,
ASIAN_AM,201-0,Topics in Asian American Studies,,HSV,SBS
ASIAN_AM,203-0,The Second-Generation Asian Am Experience,,HSV,SBS
ASIAN_AM,210-0,Intro to Asian American Studies,,HSV,
ASIAN_AM,214-0,Intro to Asian-American History,,HSV,
ASIAN_AM,218-0,Asian/Black Relations in the US,,HSV,
ASIAN_AM,335-0,Language in Asian America (cross listed: Anthro 335),,HSV,SBS
ASIAN_AM,350-0,Asian American Religions,,HSV,
ASIAN_AM,370-0,Diaspora in Asian Am Studies,FAL,,SBS
ASIAN_AM,380-0,Topics in Asian Am Arts and Performance,FAL,,
ASIAN_AM,392-0,Sem in Asian American Studies,,HSV,
ASIAN_AM,394-0,Asian Am Arts in Practice,,HSV,
BMD_ENG,388-SA,Health Tech in Resource Poor Environments,,,SBS
BMD_ENG,389-SA,Health Tech Assessment and Planning,,,SBS
BMD_ENG,395-0,Managing Global Health Challenges,,,SBS
BMD_ENG,395-0,"Disease, Medical Devices, and Global Health",,,SBS
BUS_INST,239-0,Marketing Management,,,SBS
BUS_INST,260-0,Accounting &amp; Business Finance,,,SBS
BUS_INST,390-0,Special Topics in Business Institutions,,,SBS
BUS_INST,394-0,"Leadership, Ethics, and You",,HSV,SBS
CHINESE,115-1,Accelerated Chinese (Formerly AAL 111-1),FAL,,
CHINESE,115-2,Accelerated Chinese (Formerly AAL 111-2),FAL,,
CHINESE,121-1,Chinese II (Formerly AAL 112-1),FAL,,
CHINESE,121-2,Chinese II (Formerly AAL 112-2),FAL,,
CHINESE,121-3,Chinese II (Formerly AAL 112-3),FAL,,
CHINESE,125-1,Accelerated Chinese II (Formerly AAL 112-1),FAL,,
CHINESE,125-2,Accelerated Chinese II (Formerly AAL 112-2),FAL,,
CHINESE,125-3,Accelerated Chinese II (Formerly AAL 112-3),FAL,,
CHINESE,211-1,Chinese III (Formerly AAL 213-1),FAL,,
CHINESE,211-2,Chinese III (Formerly AAL 213-2),FAL,,
CHINESE,211-3,Chinese III (Formerly AAL 213-3),FAL,,
CHINESE,215-1,Advanced Chinese (Formerly AAL 213-1),FAL,,
CHINESE,215-2,Advanced Chinese (Formerly AAL 213-2),FAL,,
CHINESE,215-3,Advanced Chinese (Formerly AAL 213-3),FAL,,
CHINESE,311-1,Chinese Lit (Formerly AAL 314),FAL,,
CHINESE,311-2,Chinese Lit (Formerly AAL 314),FAL,,
CHINESE,311-3,Chinese Lit (Formerly AAL 314),FAL,,
CHINESE,315-1,Modern and Classical Chinese Literature,FAL,,
CHINESE,315-2,Modern and Classical Chinese Literature,FAL,,
CHINESE,315-3,Modern and Classical Chinese Literature,FAL,,
CIV_ENV,303-0,Environmental Law and Policy,,,SBS
CIV_ENV,395-0,Environmental Law and Policy,,,SBS
CLASSICS,110-0,Scientific Vocab through Classical Roots,FAL,,
CLASSICS,210-0,Early Western  Civilization,,HSV,SBS
CLASSICS,211-0,Classical Greece,,HSV,SBS
CLASSICS,212-0,Roman Civilization,,HSV,SBS
CLASSICS,245-0,Classics &amp; the Cinema,FAL,HSV,
CLASSICS,260-0,Classical Mythology,FAL,HSV,
CLASSICS,321-0,Roman History,,HSV,SBS
CLASSICS,330-0,Ancient Economy,,HSV,SBS
CLASSICS,342-0,Early European Medicine,,HSV,
CLASSICS,345-0,Greek Tragedy,FAL,,
CLASSICS,350-0,Greek and Latin Literature  ,FAL,,
CLASSICS,390-0,Greco-Roman Civilizations,,HSV,SBS
CLASSICS,392-0,Topics in Ancient History,,HSV,
CLASSICS,394-0,Topics in Greek &amp; Latin Literature,FAL,,
COG_SCI,207-0,Intro to Cognitive  Modelng,,,SBS
COG_SCI,210-0,Language and the Brain,,,SBS
COG_SCI,211-0,"Learning, Representation, and Reasoning",,,SBS
COG_SCI,366-0,Cognitive Science Proseminar,,,SBS
COG_SCI,398-1,Senior Honors Seminar,,,SBS
COG_SCI,398-2,Senior Honors Seminar,,,SBS
COG_SCI,399-0,Independent Study,,,SBS
COMM_ST,201-0,Research Methods in Communication ,,,SBS
COMM_ST,205-0,Theories of Persuasion,,,SBS
COMM_ST,210-0,The Art of Controversy,,,SBS
COMM_ST,215-0,Principles of Rhetorical Criticism,,,SBS
COMM_ST,220-0,Theories of Argumentation ,,,SBS
COMM_ST,229-0,"Communication Technology, Community, and Personal Identity ",,SBS,
COMM_ST,241-0,Theories of Relational Communication ,,SBS,
COMM_ST,250-0,Team Leadership &amp; Decision Making,,SBS,
COMM_ST,270-0,Theories of Mediated Comm,,SBS,
COMM_ST,275-0,Persuasve Images,,SBS,
COMM_ST,290-0,Forensics,,SBS,
COMM_ST,298-0,Undergraduate Seminar,,SBS,
COMM_ST,315-0,Rhetoric of Social Movements,,SBS,
COMM_ST,322-0,Rhetoric of the American Presidency ,HSV,SBS,
COMM_ST,323-0,New Media as Culture,HSV,SBS,
COMM_ST,324-1,Rhetoric of U.S. Women's Rghts ,HSV,SBS,
COMM_ST,325-1,Rhetorical History of the United States,HSV,SBS,
COMM_ST,325-2,Rhetorical History of the United States,HSV,SBS,
COMM_ST,325-3,Rhetorical History of the United States,HSV,SBS,
COMM_ST,326-0,African American Rhetoric ,HSV,SBS,
COMM_ST,327-0,Contemporary Rhetorical Practice,HSV,SBS,
COMM_ST,328-0,Rhetoric of War,HSV,SBS,
COMM_ST,329-0,"Rhetoric, Science, and Technology ",,SBS,
COMM_ST,330-1,Contemporary Problems in Freedom of Speech,,SBS,
COMM_ST,330-2,Contemporary Problems in Freedom of Speech,,SBS,
COMM_ST,335-0,Philosophy of Language and Communication ,,SBS,
COMM_ST,340-0,Community Integration of Labeled People,,,
COMM_ST,341-0,Communication &amp; Aging,,SBS,
COMM_ST,343-0,Health and Communication,,SBS,
COMM_ST,344-0,Interpersonal  Conflict,,SBS,
COMM_ST,350-0,Computer-Mediated Comm and Info Systems,,SBS,
COMM_ST,351-0,Technology &amp; Human Interaction,,SBS,
COMM_ST,355-0,Audience Analysis,,SBS,
COMM_ST,360-0,Theories of Org Comm,,SBS,
COMM_ST,361-0,Intergroup Comm,,SBS,
COMM_ST,362-0,Professional-Client Comm,,SBS,
COMM_ST,363-0,Bargaining and Negotiation,,SBS,
COMM_ST,364-0,Decision Making and Comm in organizations,,SBS,
COMM_ST,365-0,Solving Problems,,SBS,
COMM_ST,370-0,Mass Communication Research,,SBS,
COMM_ST,371-0,Public Opinion,,SBS,
COMM_ST,372-0,Mass Comm and Campaign Strategies,,SBS,
COMM_ST,373-0,News Media and American Society,,SBS,
COMM_ST,374-0,Info &amp; Comm Tech in American Society,,SBS,
COMM_ST,376-0,Rhetoric of Popular Criticism,,SBS,
COMM_ST,377-0,Marketingg Pop Culture,,SBS,
COMM_ST,378-0,Online Communities,,SBS,
COMM_ST,380-0,Political Comm,,SBS,
COMM_ST,382-0,Family Comm Behavior,,SBS,
COMM_ST,383-0,Satellites,HSV,SBS,
COMM_ST,384-0,Glob Media &amp; Intl Affairs,,SBS,
COMM_ST,386-0,"Science, Tech &amp; Society",,,SBS
COMM_ST,389-0,Practicum in Comm Research,,,SBS
COMM_ST,390-0,Children's Culture,FAL,,SBS
COMM_ST,391-0,Ethical Issues,,,SBS
COMM_ST,392-0,Global Culture and Comm,,,SBS
COMM_ST,395-0,Topics,,,SBS
COMM_ST,398-0,Undergrad Seminar,,,SBS
COMM_ST,399-0,Indep Study,,,SBS
COMP_LIT,201-1,Reading World Lit,FAL,,
COMP_LIT,202-0,Interpreting Culture,FAL,,
COMP_LIT,206-0,Literature and Media,FAL,,SBS
COMP_LIT,207-0,Intro to Critical Theory,,HSV,
COMP_LIT,271-1,Japan Lit Translation,FAL,HSV,
COMP_LIT,271-2,Japan Lit Translation,FAL,,
COMP_LIT,271-3,Japan Lit Translation,FAL,,
COMP_LIT,271-4,Japan Lit Translation,FAL,,
COMP_LIT,274-1,Chinese Lit,FAL,,
COMP_LIT,274-2,Chinese Lit,FAL,,
COMP_LIT,274-3,Chinese Lit,FAL,,
COMP_LIT,275-0,Arabic Lit in Translation,FAL,,
COMP_LIT,276-0,African Lit,FAL,,
COMP_LIT,278-1,Mod Hebrew Lit,FAL,,
COMP_LIT,278-2,Mod Hebrew Lit,FAL,,
COMP_LIT,279-0,Modern Jewish Literature,FAL,,
COMP_LIT,301-0,Practices of Reading,FAL,,SBS
COMP_LIT,302-0,Major Periods in World Literatur,FAL,,
COMP_LIT,303-0,Literary Movements,FAL,,SBS
COMP_LIT,312-0,Authors and Their Readers,FAL,,
COMP_LIT,313-0,Texts and Contexts,FAL,,
COMP_LIT,375-0,Literature and Its Others,FAL,,
COMP_LIT,383-0,Special Topics in Theory,FAL,,
COMP_LIT,390-0,Topics Comp Lit,FAL,,
COMP_LIT,398-0,Senior Seminar,FAL,,
COMP_LIT,399-0,Indep Study,FAL,,
COMP_LIT,399-0,Indep Study,FAL,,
CONDUCT,326-0,Conducting,FAL,,
CONDUCT,335-0,Selected Topics,FAL,,
CONDUCT,340-1,Adv Condctg Band,FAL,,
CONDUCT,340-2,Adv Condctg Orchestral,FAL,,
CONDUCT,340-3,Adv Condctg Choral,FAL,,
CONDUCT,341-0,Choral Lit,FAL,,
CONDUCT,364-0,Choral Organizations,FAL,,
CONDUCT,374-0,Band Organizations,FAL,,
CONDUCT,378-0,Contemp Mus Ens,FAL,,
CONDUCT,391-0,Chamber Music,FAL,,
CONDUCT,393-0,Orchestral Organizations,FAL,,
CSD,205-0,Study of Learning,SBS,,
CSD,303-0,Brain &amp; Cognition,SBS,,
CSD,309-0,"Culture, Language &amp; Learning",HSVSBS,,
CSD ,318-0,Intro to Audiology,SBS,,
CSD,336-0,Field of Special Education,SBS,,
CSD ,373-0,Intro Learn Disabilities,SBS,,
CSD,375-0 ,Diagnostic Proc/Exceptional Children,SBS,,
CSD,392-0,Language Development &amp; Usage,FALSBS,,
DANCE,101-1,Intro Dance Experience,FALHSV,,
DANCE,150-0,Modern I,FAL,,
DANCE,160-01,Jazz I,FAL,,
DANCE,170-0,Ballet I,FAL,,
DANCE,180-0,Tap I,FAL,,
DANCE,215-0,Dance History,FALHSV,,
DANCE,235-0,Choreo Mus Thea,FAL,,
DANCE,250-0,Modern II,FAL,,
DANCE,260-0,Jazz II,FAL,,
DANCE,270-0,Ballet II,FAL,,
DANCE,280-0,Tap II,FAL,,
DANCE,315-0,Dance Crit,FAL,,
DANCE,325-0,Adv Choreog St,FAL,,
DANCE,326-0,"Improvisation:Dance, Mus, Th",FAL,,
DANCE,335-0,Spec Topic Dance,FAL,,
DANCE,350-0,Modern III,FAL,,
DANCE,355-0,Dance in Educ,FAL,,
DANCE,356-0,Dance Therapies,FAL,,
DANCE,360-0,Jazz III,FAL,,
DANCE,370-0,Ballet III,FAL,,
DANCE,380-0,Tap III,FAL,,
DANCE,399-0,Indep Study,FAL,,
DSGN,220-1,"Sketching Techniques for Engineers, I (Formerly DSGN 297)",FAL,,
DSGN,220-2,"Sketching Techniques for Engineers, II (Formerly DSGN 297)",FAL,,
DSGN,297-0,"Sketching Techniques for Engineers, Basic/Advanced",FAL,,
DSGN,395-0,Engineering Theatre,FAL,,
ECON,201-0,Intro Macroecon,SBS,,
ECON,202-0,Intro Microecon,SBS,,
ECON,213-0,Econ of Gender,SBS,,
ECON,215-0,Economy and Society,SBS,,
ECON,250-0,Business &amp; Govt,SBS,,
ECON,270-0,Intro to Environmental Econ,SBS,,
ECON,281-1,Intro to Applied Econometrics,NOT ABLE TO BE USED IN THEM,,
ECON,305-0,Comp Econ Systems,SBS,,
ECON,307-0,Econ of Med Care,SBS,,
ECON,308-0,Money - Banking,SBS,,
ECON,309-0,Public Finance,SBS,,
ECON,310-1,Microeconomics,SBS,,
ECON,311-0,Macroeconomics,SBS,,
ECON,315-0,Topics Econ Hist,HSVSBS,,
ECON,316-0,Advanced Macroeconomics,SBS,,
ECON,317-0,Econ Demography,SBS,,
ECON,318-0,Econ Thought,HSVSBS,,
ECON,321-0,Af-Amer Econ Hist,HSVSBS,,
ECON,322-0,Evolution of  Global Econ,HSVSBS,,
ECON,323-1,US Econ to 1865,HSVSBS,,
ECON,323-2,US Econ From 1865,HSVSBS,,
ECON,324-0,Western Econ Hist,HSVSBS,,
ECON,325-0,Econ Growth &amp; Development,SBS,,
ECON,326-0,Econ Developing Countries,HSVSBS,,
ECON,330-0,Behavioral Economics,SBS,,
ECON,331-0,Econ of Risk &amp; Uncertainty,SBS,,
ECON,335-0,Political Economics,SBS,,
ECON,336-0,Analytic Methods for Pub Pol Analysis,SBS,,
ECON,337-0,Econ of  State &amp; Local Gov,SBS,,
ECON,339-0,Labor Economics,SBS,,
ECON,340-0,Economics of the Family,SBS,,
ECON,341-0,Economics of Education,SBS,,
ECON,349-0,Industrial Econ,SBS,,
ECON,350-0,"Monopoly, Competition, &amp; Public Policy",SBS,,
ECON,351-0,Law &amp; Economics,SBS,,
ECON,354-0,Issues in Urb &amp; Regional Econ,SBS,,
ECON,355-0,Transport Econ,SBS,,
ECON,359-0,Econ Non-Profit,SBS,,
ECON,360-0,Corporate Finance Theory,SBS,,
ECON,361-0,Int“l Trade,SBS,,
ECON,362-0,Int“ Finance,SBS,,
ECON,370-0,Environmental &amp; Natural Resource Econ,SBS,,
ECON,380-1,Math Econ,NOT ABLE TO BE USED IN THEM,,
ECON,380-2,Math Econ,NOT ABLE TO BE USED IN THEM,,
ECON,381-1,Econometrics,NOT ABLE TO BE USED IN THEM,,
ECON,381-2,Econometrics,NOT ABLE TO BE USED IN THEM,,
ECON,383-0,Econ Forecasting,SBS,,
ECON,395-0,Junior Seminar,SBS,,
ECON,398-1,Sr Honors Sem,SBS,,
ECON,398-2,Sr Honors Sem,SBS,,
ECON,399-0,Indep Study,SBS,,
ENGLISH,   1LC,English Lang &amp; Comp Credit,FAL,,
ENGLISH,   1LT,English Literature Credit,FAL,,
ENGLISH,101-6,Freshman Seminar,FAL,,
ENGLISH,105-0,Expository Writing,FAL,,
ENGLISH,105-6,Freshman Seminar,FAL,,
ENGLISH,205-0,Intermed Composition,FAL,,
ENGLISH,206-0,Reading &amp; Writing Poetry,FAL,,
ENGLISH,208-0,Reading &amp; Writing Creative Non-fiction,FAL,,
ENGLISH,210-1,English Literary Traditions,FAL,HSV,
ENGLISH,210-2,English Literary Traditions,FAL,HSV,
ENGLISH,211-0,Intro to Poetry,FAL,,
ENGLISH,212-0,Intro to Drama,FAL,,
ENGLISH,213-0,Intro to Fiction,FAL,,
ENGLISH,234-0,Intro to Shakespeare,FAL,,
ENGLISH,260-0,Intro to 20Th Cent British Literature,FAL,,
ENGLISH,270-1,American Literary Traditions,FAL,HSV,
ENGLISH,270-2,American Literary Traditions,FAL,HSV,
ENGLISH,273-0,20th C Amer Lit,FAL,,
